country;year;sector;subsector;label;collective_dose_total;average_dose_monitored;average_dose_exposed;total_workers_number;D < RL;RL  < D < 1 mSv;1 mSv <= D < 5 mSv;5 mSv <= D < 10 mSv;10 mSv <= D < 15 mSv;15 mSv <= D < 20 mSv;20 mSv <= D
Switzerland;2015;OTHER FIELDS;;E (effective dose);0.005;0.010;0.240;600;579;20;1;;;;
Finland;2015;ALL MONITORED WORKERS;;E (effective dose);10.581;0.720;1.920;14605;9098;2030;3439;38;;;
Finland;2015;ALL MONITORED WORKERS;;Hp10 (external dose photons);3.093;0.280;1.290;10876;8469;1584;708;90;16;6;3
Finland;2015;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.002;0.000;0.250;1361;1355;6;;;;;
Finland;2015;ALL MONITORED WORKERS;;I (internal dose);0.000;0.100;;1;;1;;;;;
Finland;2015;MEDICAL FIELD;;E (effective dose);0.148;0.030;0.700;5439;5228;179;32;;;;
Finland;2015;MEDICAL FIELD;;Hp10 (external dose photons);1.499;0.280;1.850;5439;4630;492;234;58;16;6;3
Finland;2015;INDUSTRY;;E (effective dose);0.187;0.140;0.900;1371;1162;155;47;7;;;
Finland;2015;INDUSTRY;;Hp10 (external dose photons);0.186;0.140;0.900;1355;1148;155;45;7;;;
Finland;2015;NUCLEAR FIELD;;E (effective dose);1.364;0.410;1.020;3310;1967;901;418;24;;;
Finland;2015;NUCLEAR FIELD;;Hp10 (external dose photons);1.363;0.410;1.020;3310;1969;899;418;24;;;
Finland;2015;NUCLEAR FIELD;;Hp10n (external dose neutrons);0.002;0.000;0.250;1339;1333;6;;;;;
Finland;2015;NUCLEAR FIELD;;I (internal dose);0.000;0.100;;1;;1;;;;;
Finland;2015;RESEARCH AND EDUCATION;;E (effective dose);0.030;0.050;0.720;657;615;34;8;;;;
Finland;2015;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.030;0.050;0.720;657;615;34;8;;;;
Finland;2015;RESEARCH AND EDUCATION;;Hp10n (external dose neutrons);0.000;0.000;;22;22;;;;;;
Finland;2015;NATURAL SOURCES;;E (effective dose);8.833;2.380;2.430;3706;65;702;2933;6;;;
Finland;2015;;Aviation;E (effective dose);8.747;2.380;2.420;3680;65;696;2919;;;;
Finland;2015;;Activities on site exposed with radon;E (effective dose);0.087;3.330;;26;;6;14;6;;;
Slovenia;2015;ALL MONITORED WORKERS;;E (effective dose);2.372;0.310;0.780;7534;4502;2408;526;63;29;6;0
Slovenia;2015;MEDICAL FIELD;;E (effective dose);0.248;0.070;0.220;3805;2659;1104;42;0;0;0;0
Slovenia;2015;;Diagnostic radiology;Hp10 (external dose photons);0.127;0.050;0.170;2752;2003;742;7;0;0;0;0
Slovenia;2015;;Interventional radiology;Hp10 (external dose photons);0.021;0.100;0.240;204;117;83;4;0;0;0;0
Slovenia;2015;;Radiotherapy;E (effective dose);0.004;0.020;0.080;185;128;56;1;0;0;0;0
Slovenia;2015;;Nuclear medicine;E (effective dose);0.074;0.360;0.500;203;56;121;26;0;0;0;0
Slovenia;2015;;Dental radiology;Hp10 (external dose photons);0.011;0.030;0.160;334;266;68;0;0;0;0;0
Slovenia;2015;;Veterinary units;E (effective dose);0.011;0.130;0.430;79;54;21;4;0;0;0;0
Slovenia;2015;;Other medical activities;E (effective dose);0.000;0.010;0.030;48;35;13;0;0;0;0;0
Slovenia;2015;INDUSTRY;;E (effective dose);0.048;0.090;0.540;515;426;75;13;1;0;0;0
Slovenia;2015;;Industrial radiography;Hp10 (external dose photons);0.039;0.280;0.850;138;92;33;12;1;0;0;0
Slovenia;2015;NUCLEAR FIELD;;E (effective dose);0.778;0.650;0.720;1193;111;847;217;18;0;0;0
Slovenia;2015;;Nucl. power reactor (permanent staff only);E (effective dose);0.214;0.500;0.560;431;48;315;64;4;0;0;0
Slovenia;2015;;Nuclear logistics and maintenance = support activities;E (effective dose);0.564;0.740;0.810;762;63;532;153;14;0;0;0
Slovenia;2015;;Nuclear research facilities;E (effective dose);0.001;0.020;0.040;57;34;23;0;0;0;0;0
Slovenia;2015;NATURAL SOURCES;;E (effective dose);1.267;2.930;3.000;432;10;90;253;44;29;6;0
Slovenia;2015;;Aviation;E (effective dose);0.334;1.430;1.450;233;3;26;204;0;0;0;0
Slovenia;2015;;Activities on site exposed with radon;E (effective dose);0.933;4.690;4.860;199;7;64;49;44;29;6;0
Slovenia;2015;OTHER FIELDS;;E (effective dose);0.032;0.020;0.120;1532;1262;269;1;0;0;0;0
Sweden;2016;;Veterinary units;E (effective dose);;;;766;687;72;7;0;0;0;0
Czech Republic;2015;ALL MONITORED WORKERS;;E (effective dose);12.005;0.560;1.620;21549;14151;4814;1978;393;150;57;6
Czech Republic;2015;ALL MONITORED WORKERS;;Hp10 (external dose photons);11.292;0.520;1.530;21549;14151;4814;1978;393;150;57;6
Czech Republic;2015;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.049;0.050;;925;;;;;;;
Czech Republic;2015;ALL MONITORED WORKERS;;I (internal dose);0.036;0.060;;641;;;;;;;
Czech Republic;2015;MEDICAL FIELD;;E (effective dose);6.726;0.480;1.500;14150;9657;3006;1163;208;80;35;1
Czech Republic;2015;MEDICAL FIELD;;Hp10 (external dose photons);9.596;0.680;2.140;14150;9657;3006;1163;208;80;35;1
Czech Republic;2015;MEDICAL FIELD;;Hp10n (external dose neutrons);0.003;;;;;;;;;;
Czech Republic;2015;MEDICAL FIELD;;I (internal dose);0.000;;;;;;;;;;
Czech Republic;2015;;Diagnostic radiology;Hp10 (external dose photons);5.282;0.530;1.940;9887;7158;1937;611;121;47;13;0
Czech Republic;2015;;Interventional radiology;Hp10 (external dose photons);3.062;3.400;5.050;901;295;252;238;66;30;19;1
Czech Republic;2015;;Radiotherapy;E (effective dose);0.091;0.100;0.390;878;643;221;13;1;0;0;0
Czech Republic;2015;;Radiotherapy;Hp10 (external dose photons);0.098;0.110;0.420;878;643;221;13;1;0;0;0
Czech Republic;2015;;Nuclear medicine;E (effective dose);0.477;0.450;0.940;1066;559;336;169;2;0;0;0
Czech Republic;2015;;Nuclear medicine;Hp10 (external dose photons);0.429;0.400;0.850;1066;559;336;169;2;0;0;0
Czech Republic;2015;;Dental radiology;Hp10 (external dose photons);0.000;0.000;0.000;28;27;1;0;0;0;0;0
Czech Republic;2015;;Veterinary units;E (effective dose);0.010;0.140;0.400;69;44;23;2;0;0;0;0
Czech Republic;2015;;Veterinary units;Hp10 (external dose photons);0.007;0.100;0.280;69;44;23;2;0;0;0;0
Czech Republic;2015;;Other medical activities;E (effective dose);0.626;0.470;1.610;1321;931;236;130;18;3;3;0
Czech Republic;2015;;Other medical activities;Hp10 (external dose photons);0.718;0.540;1.840;1321;931;236;130;18;3;3;0
Czech Republic;2015;INDUSTRY;;E (effective dose);0.943;0.650;1.330;1443;734;511;153;28;15;1;1
Czech Republic;2015;INDUSTRY;;Hp10 (external dose photons);1.031;0.710;1.450;1443;734;511;153;28;15;1;1
Czech Republic;2015;;Industrial radiography;Hp10 (external dose photons);0.737;1.020;1.930;721;339;241;104;23;12;1;1
Czech Republic;2015;;Radioisotopes production and conditioning;E (effective dose);0.259;0.380;0.880;679;384;244;43;5;3;0;0
Czech Republic;2015;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.266;0.390;0.900;679;384;244;43;5;3;0;0
Czech Republic;2015;;Other industrial activities;Hp10 (external dose photons);0.051;0.170;0.650;301;223;60;16;2;0;0;0
Czech Republic;2015;NUCLEAR FIELD;;E (effective dose);3.836;0.850;2.300;4519;2853;882;563;145;52;21;3
Czech Republic;2015;NUCLEAR FIELD;;Hp10 (external dose photons);0.247;0.050;0.150;4519;2853;882;563;145;52;21;3
Czech Republic;2015;;Uranium ore extraction/processing;E (effective dose);2.909;4.530;5.030;642;64;50;320;133;52;21;2
Czech Republic;2015;;Uranium ore extraction/processing;Hp10 (external dose photons);0.136;0.210;0.240;642;64;50;320;133;52;21;2
Czech Republic;2015;;Nucl. power reactor (permanent staff only);E (effective dose);0.870;0.230;0.820;3838;2779;822;224;12;0;0;1
Czech Republic;2015;;Nucl. power reactor (permanent staff only);Hp10 (external dose photons);0.099;0.030;0.090;3838;2779;822;224;12;0;0;1
Czech Republic;2015;;Radioactive waste management facilities;E (effective dose);0.013;0.620;1.080;21;9;7;5;0;0;0;0
Czech Republic;2015;;Radioactive waste management facilities;Hp10 (external dose photons);0.012;0.570;1.000;21;9;7;5;0;0;0;0
Czech Republic;2015;;Other nuclear activities;E (effective dose);0.044;2.440;2.590;18;1;3;14;0;0;0;0
Czech Republic;2015;;Other nuclear activities;Hp10 (external dose photons);0.001;0.060;0.060;18;1;3;14;0;0;0;0
Czech Republic;2015;TRANSPORT;;E (effective dose);0.101;1.550;1.910;65;12;9;43;1;0;0;0
Czech Republic;2015;TRANSPORT;;Hp10 (external dose photons);0.027;0.420;0.510;65;12;9;43;1;0;0;0
Czech Republic;2015;;Nuclear fuel cycle;E (effective dose);0.074;1.900;1.900;39;0;4;35;0;0;0;0
Czech Republic;2015;;Nuclear fuel cycle;Hp10 (external dose photons);0.000;0.000;0.000;39;0;4;35;0;0;0;0
Czech Republic;2015;RESEARCH AND EDUCATION;;E (effective dose);0.225;0.410;0.960;547;312;193;34;4;3;0;1
Czech Republic;2015;RESEARCH AND EDUCATION;;Hp10 (external dose photons);0.238;0.440;1.010;547;312;193;34;4;3;0;1
Czech Republic;2015;;Other research sectors and education;E (effective dose);0.225;0.410;0.960;547;312;193;34;4;3;0;1
Czech Republic;2015;;Other research sectors and education;Hp10 (external dose photons);0.238;0.440;1.010;547;312;193;34;4;3;0;1
Czech Republic;2015;OTHER FIELDS;;E (effective dose);0.036;0.140;0.390;254;161;89;4;0;0;0;0
Czech Republic;2015;;Emergency response;E (effective dose);0.001;0.140;0.330;7;4;3;0;0;0;0;0
Czech Republic;2015;;Emergency response;Hp10 (external dose photons);0.001;0.140;0.330;7;4;3;0;0;0;0;0
Czech Republic;2015;;Regulatory control activities;E (effective dose);0.037;0.150;0.410;247;157;86;4;0;0;0;
Czech Republic;2015;;Regulatory control activities;Hp10 (external dose photons);0.039;0.160;0.430;247;157;86;4;0;0;0;0
Belgium;2015;ALL MONITORED WORKERS;;E (effective dose);13.645;0.300;0.780;46155;28654;13037;4284;163;12;4;1
Belgium;2015;MEDICAL FIELD;;E (effective dose);3.565;0.140;0.490;24726;17499;6391;760;67;6;3;0
Belgium;2015;INDUSTRY;;E (effective dose);0.887;0.130;0.410;6819;4656;2031;110;21;1;0;0
Belgium;2015;NUCLEAR FIELD;;E (effective dose);1.866;0.340;0.760;5496;3037;1906;504;47;2;0;0
Belgium;2015;TRANSPORT;;E (effective dose);0.201;0.490;0.910;406;186;159;56;5;0;0;0
Belgium;2015;RESEARCH AND EDUCATION;;E (effective dose);0.636;0.150;0.460;4257;2862;1270;117;4;3;1;0
Belgium;2015;NATURAL SOURCES;;E (effective dose);6.142;1.630;1.630;3761;0;1064;2696;1;0;0;0
Belgium;2015;OTHER FIELDS;;E (effective dose);0.349;0.510;1.260;690;414;216;41;18;0;0;1
Spain;2015;ALL MONITORED WORKERS;;E (effective dose);18.027;0.170;0.860;105234;84286;16700;3670;489;72;7;10
Spain;2015;MEDICAL FIELD;;E (effective dose);10.568;0.130;0.730;81831;67400;12061;2105;211;42;5;7
Spain;2015;;Diagnostic radiology;Hp10 (external dose photons);3.809;0.090;0.700;40820;35349;4717;647;77;23;2;5
Spain;2015;;Radiotherapy;E (effective dose);0.122;0.040;0.820;2792;2643;120;27;1;1;0;0
Spain;2015;;Nuclear medicine;E (effective dose);2.121;0.900;1.990;2348;1284;465;514;76;7;1;1
Spain;2015;;Dental radiology;Hp10 (external dose photons);2.476;0.120;0.450;20581;15102;5008;463;6;1;0;1
Spain;2015;;Other medical activities;E (effective dose);2.037;0.120;0.860;16715;14358;1840;461;45;9;2;0
Spain;2015;INDUSTRY;;E (effective dose);1.556;0.220;0.900;6923;5198;1374;305;36;5;2;3
Spain;2015;;Industrial radiography;Hp10 (external dose photons);0.709;0.360;1.350;1992;1465;324;182;18;2;1;0
Spain;2015;;Industrial gauges;Hp10 (external dose photons);0.047;0.040;0.290;1275;1111;161;3;0;0;0;0
Spain;2015;;Industrial logistics and maintenance = support activities;E (effective dose);0.258;0.140;0.780;1828;1497;281;44;4;0;1;1
Spain;2015;;Other industrial activities;Hp10 (external dose photons);0.495;0.290;0.790;1688;1059;540;72;12;3;0;2
Spain;2015;NUCLEAR FIELD;;E (effective dose);5.368;0.500;1.420;10691;6912;2360;1169;225;25;0;0
Spain;2015;;Enrichment and conversion;E (effective dose);0.001;0.040;0.330;26;23;3;0;0;0;0;0
Spain;2015;;Fuel fabrication;E (effective dose);0.079;0.130;0.610;594;465;98;31;0;0;0;0
Spain;2015;;Nucl. power reactor (permanent staff only);E (effective dose);0.581;0.280;1.110;2086;1561;379;126;16;4;0;0
Spain;2015;;Dismantling of nuclear facilities;E (effective dose);0.438;1.340;2.220;328;131;111;51;30;5;0;0
Spain;2015;;Radioactive waste management facilities;E (effective dose);0.003;0.010;0.310;234;223;11;0;0;0;0;0
Spain;2015;;Nuclear logistics and maintenance = support activities;E (effective dose);4.266;0.560;1.450;7597;4659;1783;960;179;16;0;0
Spain;2015;TRANSPORT;;E (effective dose);0.186;1.200;2.240;155;72;32;39;12;0;0;0
Spain;2015;RESEARCH AND EDUCATION;;E (effective dose);0.347;0.060;0.360;5926;4950;923;51;2;0;0;0
Spain;2015;;Regulatory control activities;E (effective dose);0.001;0.010;0.160;179;170;9;0;0;0;0;0
Lithuania;2015;ALL MONITORED WORKERS;;E (effective dose);1.946;0.320;0.870;6152;3904;1879;308;58;3;0;0
Lithuania;2015;MEDICAL FIELD;;E (effective dose);1.088;0.330;0.630;3344;1605;1583;134;19;3;0;0
Lithuania;2015;;Diagnostic radiology;Hp10 (external dose photons);0.491;0.250;0.470;1990;939;1007;42;1;1;0;0
Lithuania;2015;;Interventional radiology;Hp10 (external dose photons);0.393;1.490;1.820;263;47;112;85;17;2;0;0
Lithuania;2015;;Radiotherapy;E (effective dose);0.029;0.190;0.260;154;42;112;0;0;0;0;0
Lithuania;2015;;Nuclear medicine;E (effective dose);0.035;0.450;0.590;77;18;54;4;1;0;0;0
Lithuania;2015;;Dental radiology;Hp10 (external dose photons);0.113;0.160;0.480;723;486;236;1;0;0;0;0
Lithuania;2015;;Veterinary units;E (effective dose);0.003;0.150;0.430;20;13;7;0;0;0;0;0
Lithuania;2015;;Other medical activities;E (effective dose);0.024;0.210;0.420;117;60;55;2;0;0;0;0
Lithuania;2015;INDUSTRY;;E (effective dose);0.054;0.310;0.750;177;105;57;15;0;0;0;0
Lithuania;2015;;Industrial radiography;Hp10 (external dose photons);0.043;0.450;0.750;95;38;43;14;0;0;0;0
Lithuania;2015;;Industrial gauges;Hp10 (external dose photons);0.001;0.130;0.500;8;6;2;0;0;0;0;0
Lithuania;2015;;Security screening;Hp10 (external dose photons);0.006;0.100;0.750;59;51;8;0;0;0;0;0
Lithuania;2015;;Other industrial activities;Hp10 (external dose photons);0.004;0.270;0.800;15;10;4;1;0;0;0;0
Lithuania;2015;NUCLEAR FIELD;;E (effective dose);0.754;0.340;2.160;2213;1864;152;158;39;0;0;0
Lithuania;2015;;Nucl. power reactor (permanent staff only);E (effective dose);0.619;0.350;2.000;1750;1440;144;136;30;0;0;0
Lithuania;2015;;Radioactive waste management facilities;E (effective dose);0.000;0.000;;7;7;0;0;0;0;0;0
Lithuania;2015;;Other nuclear activities;E (effective dose);0.134;0.450;3.440;299;260;17;22;0;0;0;0
Lithuania;2015;TRANSPORT;;E (effective dose);0.000;0.000;0.000;2;1;1;0;0;0;0;0
Lithuania;2015;RESEARCH AND EDUCATION;;E (effective dose);0.018;0.120;0.750;156;132;24;0;0;0;0;0
Lithuania;2015;OTHER FIELDS;;E (effective dose);0.033;0.130;0.520;260;197;62;1;0;0;0;0
The Netherlands;2015;ALL MONITORED WORKERS;;E (effective dose);38.939;0.820;1.720;47727;25077;7536;14453;398;126;64;73
The Netherlands;2015;MEDICAL FIELD;;E (effective dose);12.566;0.500;1.930;25085;18572;4082;1825;357;122;60;67
The Netherlands;2015;;Diagnostic radiology;Hp10 (external dose photons);4.630;0.450;1.980;10325;7984;1513;618;113;43;20;34
The Netherlands;2015;;Interventional radiology;Hp10 (external dose photons);6.289;1.410;2.860;4462;2261;990;855;214;72;39;31
The Netherlands;2015;;Radiotherapy;E (effective dose);0.042;0.030;0.930;1549;1504;40;3;1;1;0;0
The Netherlands;2015;;Nuclear medicine;E (effective dose);0.533;0.300;0.720;1798;1060;564;170;4;0;0;0
The Netherlands;2015;;Dental radiology;Hp10 (external dose photons);0.020;0.010;0.360;2030;1975;54;1;0;0;0;0
The Netherlands;2015;;Veterinary units;E (effective dose);0.927;0.190;0.850;4761;3675;894;162;23;6;1;0
The Netherlands;2015;INDUSTRY;;E (effective dose);1.469;0.420;1.390;3539;2484;690;328;26;5;2;4
The Netherlands;2015;;Industrial radiography;Hp10 (external dose photons);0.572;0.480;1.350;1198;774;260;149;12;0;1;2
The Netherlands;2015;NUCLEAR FIELD;;E (effective dose);0.310;0.190;0.630;1622;1130;405;87;0;0;0;0
The Netherlands;2015;;Aviation;E (effective dose);24.313;1.680;1.690;14462;105;2200;12157;0;0;0;0
Sweden;2015;ALL MONITORED WORKERS;;E (effective dose);;;;24002;16318;4937;2364;342;40;1;0
Sweden;2015;MEDICAL FIELD;;E (effective dose);;;;4990;3420;1355;209;6;0;0;0
Sweden;2015;;Diagnostic radiology;Hp10 (external dose photons);;;;2178;1499;596;82;1;0;0;0
Sweden;2015;;Interventional radiology;Hp10 (external dose photons);;;;682;418;208;53;3;0;0;0
Sweden;2015;;Radiotherapy;E (effective dose);;;;472;256;213;3;0;0;0;0
Sweden;2015;;Nuclear medicine;E (effective dose);;;;502;210;229;61;2;0;0;0
Sweden;2015;;Dental radiology;Hp10 (external dose photons);;;;42;35;7;0;0;0;0;0
Sweden;2015;;Veterinary units;E (effective dose);;;;750;671;71;8;0;0;0;0
Sweden;2015;;Other medical activities;E (effective dose);;;;364;331;31;2;0;0;0;0
Sweden;2015;INDUSTRY;;E (effective dose);;;;999;828;149;19;3;0;0;0
Sweden;2015;;Industrial radiography;Hp10 (external dose photons);;;;53;30;22;1;0;0;0;0
Sweden;2015;;Industrial irradiation;Hp10 (external dose photons);;;;3;2;1;0;0;0;0;0
Sweden;2015;;Industrial logistics and maintenance = support activities;E (effective dose);;;;482;385;83;11;3;0;0;0
Sweden;2015;;Other industrial activities;Hp10 (external dose photons);;;;461;411;43;7;0;0;0;0
Sweden;2015;NUCLEAR FIELD;;E (effective dose);;;;17186;11418;3281;2117;329;40;1;0
Sweden;2015;TRANSPORT;;E (effective dose);;;;25;21;4;0;0;0;0;0
Sweden;2015;RESEARCH AND EDUCATION;;E (effective dose);;;;802;631;148;19;4;0;0;0
Hungary;2015;ALL MONITORED WORKERS;;E (effective dose);3.980;0.240;0.800;16333;11365;4022;844;98;2;1;1
Hungary;2015;ALL MONITORED WORKERS;;Hp10 (external dose photons);3.980;0.240;0.800;16333;11365;4022;844;98;2;1;1
Hungary;2015;MEDICAL FIELD;;E (effective dose);1.439;0.140;0.440;9975;6718;3037;217;3;0;0;0
Hungary;2015;MEDICAL FIELD;;Hp10 (external dose photons);1.439;0.140;0.440;9975;6718;3037;217;3;0;0;0
Hungary;2015;INDUSTRY;;E (effective dose);0.367;0.370;1.030;997;639;249;103;6;0;0;0
Hungary;2015;INDUSTRY;;Hp10 (external dose photons);0.367;0.370;1.030;997;639;249;103;6;0;0;0
Hungary;2015;NUCLEAR FIELD;;E (effective dose);1.665;0.400;1.790;4189;3257;441;418;73;0;0;0
Hungary;2015;NUCLEAR FIELD;;Hp10 (external dose photons);1.665;0.400;1.790;4189;3257;441;418;73;0;0;0
Hungary;2015;NATURAL SOURCES;;E (effective dose);0.147;3.970;4.200;37;2;5;20;8;0;1;1
Hungary;2015;NATURAL SOURCES;;I (internal dose);0.147;3.970;4.200;37;2;5;20;8;0;1;1
Hungary;2015;OTHER FIELDS;;E (effective dose);0.362;0.310;0.920;1180;788;295;87;8;2;0;0
France;2016;ALL MONITORED WORKERS;;E (effective dose);104.000;0.260;0.950;392577;283304;78798;27768;2405;296;5;1
France;2016;MEDICAL FIELD;;E (effective dose);15.510;0.070;0.330;227980;181576;43859;2235;274;33;3;0
France;2016;;Diagnostic radiology;Hp10 (external dose photons);9.050;0.080;0.380;113683;89710;22502;1214;227;27;3;0
France;2016;;Radiotherapy;E (effective dose);0.830;0.120;0.510;6918;5280;1498;100;38;2;0;0
France;2016;;Nuclear medicine;E (effective dose);1.380;0.300;0.690;4627;2629;1505;492;0;1;0;0
France;2016;;Dental radiology;Hp10 (external dose photons);2.130;0.040;0.220;51238;41416;9621;197;3;1;0;0
France;2016;;Veterinary units;E (effective dose);0.600;0.030;0.200;21490;18495;2956;36;2;1;0;0
France;2016;;Other medical activities;E (effective dose);1.530;0.050;0.260;30024;24046;5777;196;4;1;0;0
France;2016;INDUSTRY;;E (effective dose);17.790;0.470;1.360;38127;25054;8956;3055;922;139;0;1
France;2016;NUCLEAR FIELD;;E (effective dose);28.520;0.380;1.150;75576;50832;17399;6028;1192;124;1;
France;2016;;Uranium ore extraction/processing;E (effective dose);0.040;0.220;0.400;182;81;95;6;0;0;0;0
France;2016;;Enrichment and conversion;E (effective dose);0.140;0.180;0.540;791;530;233;28;0;0;0;0
France;2016;;Fuel fabrication;E (effective dose);1.780;1.090;2.540;1636;935;348;212;132;9;0;0
France;2016;;Nucl. power reactor (permanent staff only);E (effective dose);7.830;0.310;0.980;25483;17523;5380;2427;149;3;1;0
France;2016;;Reprocessing;E (effective dose);0.130;0.040;0.370;2913;2564;325;24;0;0;0;0
France;2016;;Dismantling of nuclear facilities;E (effective dose);0.160;0.070;0.510;2168;1855;269;44;0;0;0;0
France;2016;;Radioactive waste management facilities;E (effective dose);0.000;0.000;0.000;84;79;4;1;0;0;0;0
France;2016;;Nuclear logistics and maintenance = support activities;E (effective dose);11.150;0.720;1.540;15574;8353;4551;2030;577;63;0;0
France;2016;;Other nuclear activities;E (effective dose);6.750;0.330;1.140;20725;14806;4337;1205;332;45;0;0
France;2016;;Nuclear fuel cycle;E (effective dose);0.120;0.140;0.570;853;644;188;16;2;3;0;0
France;2016;;Medical, veterinary and pharm. Resarch;E (effective dose);0.000;0.000;0.000;74;72;2;0;0;0;0;0
France;2016;;Nuclear research facilities;E (effective dose);0.110;0.030;0.330;3689;3352;318;18;1;0;0;0
France;2016;;Other research sectors and education;E (effective dose);0.300;0.040;0.220;7872;6477;1371;23;1;0;0;0
France;2016;;Aviation;E (effective dose);40.800;2.010;2.020;20315;109;3949;16253;4;;;
Germany;2016;ALL MONITORED WORKERS;;E (effective dose);110.124;0.270;1.220;409709;319188;50480;39516;439;63;15;8
Germany;2016;MEDICAL FIELD;;E (effective dose);12.337;0.040;0.340;298496;262292;33451;2700;47;3;3;0
Germany;2016;;Diagnostic radiology;Hp10 (external dose photons);5.614;0.030;0.270;212706;191766;20084;848;5;2;1;0
Germany;2016;;Radiotherapy;E (effective dose);0.253;0.030;0.300;9510;8659;812;38;1;0;0;0
Germany;2016;;Nuclear medicine;E (effective dose);3.615;0.290;0.710;12342;7236;3828;1245;30;1;2;0
Germany;2016;;Dental radiology;Hp10 (external dose photons);0.025;0.030;0.040;924;254;862;56;6;0;0;0
Germany;2016;;Veterinary units;E (effective dose);1.038;0.040;0.270;24476;20586;3764;123;3;0;0;0
Germany;2016;;Other medical activities;E (effective dose);0.071;0.030;0.270;2390;2127;256;7;0;0;0;0
Germany;2016;INDUSTRY;;E (effective dose);9.307;0.270;1.070;34751;26019;6261;2118;277;56;12;8
Germany;2016;;Industrial radiography;Hp10 (external dose photons);1.939;0.730;1.570;2651;1412;652;517;53;13;2;2
Germany;2016;NUCLEAR FIELD;;E (effective dose);1.909;0.140;0.850;13203;10956;1686;513;47;1;0;0
Germany;2016;;Nucl. power reactor (permanent staff only);E (effective dose);1.642;0.170;0.870;9530;7647;1397;444;41;1;0;0
Germany;2016;;Dismantling of nuclear facilities;E (effective dose);0.187;0.130;0.670;1422;1142;236;39;5;0;0;0
Germany;2016;;Radioactive waste management facilities;E (effective dose);0.153;0.060;0.710;2569;2354;176;36;2;1;0;0
Germany;2016;TRANSPORT;;E (effective dose);0.185;0.130;1.060;1461;1287;128;39;5;2;0;0
Germany;2016;RESEARCH AND EDUCATION;;E (effective dose);0.290;0.010;0.270;19520;18428;1042;48;2;0;0;0
Germany;2016;NATURAL SOURCES;;E (effective dose);87.162;2.010;2.070;43445;1324;7717;34283;94;15;6;6
Germany;2016;;Aviation;E (effective dose);85.946;2.000;2.060;43071;1293;7629;34095;54;0;0;0
Germany;2016;;Activities on site exposed with radon;E (effective dose);1.142;3.560;3.940;321;31;62;162;39;15;6;6
Germany;2016;;Regulatory control activities;E (effective dose);0.145;0.050;0.270;2653;2111;527;13;2;0;0;0
Greece;2016;ALL MONITORED WORKERS;;E (effective dose);4.155;0.310;1.090;13304;9496;2088;1650;58;9;1;2
Greece;2016;ALL MONITORED WORKERS;;Hp10 (external dose photons);8.665;0.750;3.060;11545;8714;1668;751;198;89;40;85
Greece;2016;ALL MONITORED WORKERS;;Hp10n (external dose neutrons);0.000;0.000;;38;38;0;0;0;0;0;0
Greece;2016;MEDICAL FIELD;;E (effective dose);1.781;0.170;0.940;10245;8347;1483;351;54;7;1;2
Greece;2016;;Diagnostic radiology;Hp10 (external dose photons);0.588;0.100;0.720;5913;5092;712;86;19;2;0;2
Greece;2016;;Interventional radiology;Hp10 (external dose photons);7.223;2.380;5.560;3030;1731;508;423;161;84;40;83
Greece;2016;;Radiotherapy;E (effective dose);0.032;0.060;0.520;554;493;56;5;0;0;0;0
Greece;2016;;Radiotherapy;Hp10 (external dose photons);0.032;0.060;0.520;554;493;56;5;0;0;0;
Greece;2016;;Nuclear medicine;E (effective dose);0.536;0.670;1.360;796;402;223;157;13;1;0;0
Greece;2016;;Nuclear medicine;Hp10 (external dose photons);0.536;0.670;1.360;796;402;223;157;13;1;0;0
Greece;2016;;Dental radiology;Hp10 (external dose photons);0.005;0.160;0.890;33;27;5;1;0;0;0;0
Greece;2016;;Veterinary units;E (effective dose);0.001;0.030;0.330;19;17;2;0;0;0;0;0
Greece;2016;;Veterinary units;Hp10 (external dose photons);0.001;0.030;0.330;19;17;2;0;0;0;0;0
Greece;2016;INDUSTRY;;E (effective dose);0.176;0.260;1.070;678;514;108;51;4;1;0;0
Greece;2016;;Industrial radiography;Hp10 (external dose photons);0.087;0.490;1.380;178;115;35;25;2;1;0;
Greece;2016;;Radioisotopes production and conditioning;E (effective dose);0.007;0.710;0.880;10;2;4;4;0;0;;
Greece;2016;;Radioisotopes production and conditioning;Hp10 (external dose photons);0.007;0.710;0.880;10;2;4;4;0;0;0;
Greece;2016;;Industrial irradiation;Hp10 (external dose photons);0.000;0.000;;9;9;0;0;0;0;0;0
Greece;2016;;Industrial logistics and maintenance = support activities;E (effective dose);0.070;0.200;1.030;349;281;46;20;2;0;0;0
Greece;2016;;Industrial logistics and maintenance = support activities;Hp10 (external dose photons);0.070;0.200;1.030;349;281;46;20;2;0;0;0
Greece;2016;;Other industrial activities;Hp10 (external dose photons);0.012;0.090;0.500;132;107;23;2;0;0;0;0
Greece;2016;TRANSPORT;;E (effective dose);0.023;0.290;0.950;80;56;18;6;0;0;0;0
Greece;2016;TRANSPORT;;Hp10 (external dose photons);0.023;0.290;0.950;80;56;18;6;0;0;0;0
Greece;2016;RESEARCH AND EDUCATION;;E (effective dose);0.010;0.050;1.290;216;208;4;4;0;0;0;0
